x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
1.741,0.000,0.439,1.740,-0.000,0.439,1.180,2.808,884.669,242.689,34.908
1.766,0.001,0.443,1.765,-0.000,0.441,1.177,1.997,884.669,264.336,34.908
1.778,0.001,0.444,1.777,-0.000,0.443,1.179,1.936,881.050,239.081,52.361
1.791,0.000,0.444,1.790,-0.000,0.444,1.181,2.808,881.050,239.081,52.361
1.803,0.001,0.446,1.802,-0.000,0.444,1.182,1.997,879.240,244.493,36.653
1.828,0.001,0.449,1.827,-0.000,0.448,1.185,2.058,891.909,246.297,52.361
1.841,0.001,0.449,1.840,-0.000,0.449,1.185,2.686,882.860,248.101,47.125
1.853,0.001,0.451,1.852,-0.000,0.449,1.185,2.058,879.240,244.493,22.690
1.866,0.001,0.453,1.865,-0.000,0.451,1.185,1.997,888.289,249.905,31.417
1.891,0.001,0.455,1.890,-0.000,0.455,1.184,2.747,881.050,253.513,59.343
1.904,0.001,0.456,1.902,-0.000,0.455,1.183,1.997,886.479,251.709,40.144
1.916,0.001,0.458,1.915,-0.000,0.456,1.181,1.997,870.191,257.121,45.380
1.929,0.001,0.460,1.927,-0.000,0.458,1.182,1.997,862.952,242.689,34.908
1.953,0.001,0.462,1.951,-0.000,0.460,1.183,1.936,881.050,242.689,41.889
1.965,0.001,0.463,1.961,-0.000,0.462,1.184,1.936,875.620,240.885,40.144
1.976,0.001,0.465,1.971,-0.000,0.463,1.184,1.997,884.669,249.905,45.380
1.986,0.001,0.465,1.979,-0.000,0.465,1.185,2.747,890.099,248.101,43.635
2.002,0.000,0.469,1.991,-0.000,0.467,1.183,1.936,879.240,255.317,36.653
2.007,0.000,0.470,1.996,-0.000,0.469,1.182,1.997,853.903,244.493,43.635
2.011,0.000,0.470,1.999,-0.000,0.470,1.181,2.747,886.479,255.317,26.181
2.014,0.000,0.472,2.001,0.000,0.470,1.180,1.997,877.430,257.121,41.889
2.017,0.001,0.475,2.002,0.000,0.474,1.181,1.997,888.289,253.513,52.361
2.017,0.001,0.475,2.002,0.000,0.475,1.181,2.747,888.289,253.513,52.361
