x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
0.377 -0.003 0.359 0.378 -0.002 0.357 1.188 1.936 884.669 242.689 45.380
0.390 -0.003 0.361 0.390 -0.002 0.359 1.188 2.180 884.669 242.689 45.380
0.402 -0.003 0.361 0.403 -0.002 0.361 1.189 2.747 873.811 239.081 38.398
0.415 -0.003 0.362 0.415 -0.002 0.361 1.190 2.058 870.191 231.865 48.871
0.428 -0.003 0.364 0.428 -0.002 0.362 1.190 1.936 886.479 244.493 36.653
0.441 -0.003 0.366 0.440 -0.002 0.364 1.189 2.119 891.909 246.297 34.908
0.454 -0.003 0.366 0.453 -0.002 0.366 1.187 2.747 864.762 251.709 40.144
0.467 -0.003 0.368 0.465 -0.002 0.366 1.188 2.119 890.099 240.885 54.107
0.480 -0.003 0.370 0.478 -0.002 0.368 1.186 1.936 884.669 253.513 31.417
0.492 -0.003 0.371 0.490 -0.002 0.370 1.186 2.119 872.001 248.101 22.690
0.505 -0.003 0.371 0.503 -0.002 0.371 1.185 2.869 875.620 244.493 36.653
0.518 -0.003 0.373 0.515 -0.002 0.371 1.183 1.997 875.620 258.925 54.107
0.531 -0.003 0.375 0.528 -0.002 0.373 1.183 2.058 890.099 255.317 50.616
0.543 -0.002 0.377 0.540 -0.002 0.375 1.182 2.241 890.099 255.317 50.616
0.556 -0.002 0.377 0.553 -0.002 0.377 1.185 2.747 859.332 224.649 41.889
0.569 -0.003 0.379 0.565 -0.002 0.377 1.185 2.180 872.001 240.885 43.635
0.581 -0.002 0.381 0.578 -0.002 0.379 1.185 1.997 884.669 249.905 27.926
0.594 -0.002 0.382 0.590 -0.002 0.381 1.183 2.119 875.620 255.317 47.125
0.606 -0.002 0.382 0.603 -0.002 0.382 1.184 2.747 884.669 246.297 34.908
0.619 -0.002 0.384 0.615 -0.002 0.382 1.185 2.058 890.099 240.885 47.125
0.631 -0.002 0.386 0.628 -0.002 0.384 1.186 2.058 870.191 239.081 52.361
0.644 -0.002 0.388 0.640 -0.002 0.386 1.186 2.119 861.142 240.885 40.144
0.656 -0.003 0.388 0.653 -0.002 0.388 1.186 2.747 882.860 244.493 26.181
0.668 -0.003 0.390 0.665 -0.002 0.388 1.186 2.241 866.571 242.689 34.908
0.681 -0.003 0.392 0.678 -0.002 0.390 1.185 1.997 873.811 249.905 41.889
0.694 -0.003 0.393 0.690 -0.002 0.392 1.184 2.058 873.811 249.905 41.889
0.706 -0.003 0.393 0.703 -0.002 0.393 1.184 2.869 884.669 246.297 20.945
0.718 -0.003 0.395 0.715 -0.002 0.393 1.184 2.058 884.669 249.905 31.417
0.731 -0.003 0.397 0.728 -0.002 0.395 1.184 2.180 872.001 244.493 33.162
0.744 -0.003 0.399 0.740 -0.002 0.397 1.185 2.058 873.811 239.081 45.380
0.756 -0.003 0.399 0.753 -0.002 0.399 1.185 2.869 870.191 242.689 48.871
0.769 -0.003 0.401 0.765 -0.002 0.399 1.183 2.119 881.050 257.121 41.889
0.782 -0.002 0.402 0.778 -0.002 0.401 1.185 2.058 873.811 235.473 41.889
0.794 -0.002 0.404 0.790 -0.002 0.402 1.185 2.058 879.240 248.101 36.653
0.807 -0.002 0.404 0.803 -0.002 0.404 1.184 2.808 879.240 248.101 22.690
0.819 -0.002 0.406 0.815 -0.002 0.404 1.185 2.119 862.952 239.081 45.380
0.832 -0.002 0.408 0.828 -0.001 0.406 1.183 2.058 868.381 251.709 36.653
0.844 -0.002 0.410 0.840 -0.001 0.408 1.182 1.936 873.811 257.121 31.417
0.857 -0.002 0.410 0.853 -0.001 0.410 1.182 2.869 884.669 246.297 24.435
0.869 -0.002 0.411 0.865 -0.001 0.410 1.184 2.058 893.719 240.885 40.144
0.882 -0.002 0.413 0.878 -0.001 0.411 1.185 1.997 890.099 244.493 43.635
0.894 -0.002 0.415 0.890 -0.001 0.413 1.185 2.119 877.430 246.297 45.380
0.907 -0.002 0.415 0.903 -0.001 0.415 1.184 2.869 877.430 249.905 27.926
0.919 -0.002 0.417 0.915 -0.001 0.415 1.186 2.058 882.860 237.277 43.635
0.932 -0.002 0.419 0.928 -0.001 0.417 1.183 1.997 882.860 266.140 33.162
0.944 -0.002 0.420 0.940 -0.001 0.419 1.183 2.119 888.289 249.905 34.908
0.956 -0.002 0.420 0.953 -0.001 0.420 1.184 2.869 881.050 242.689 31.417
0.969 -0.002 0.422 0.965 -0.001 0.420 1.184 2.119 870.191 239.081 41.889
0.982 -0.002 0.424 0.978 -0.001 0.422 1.185 2.058 882.860 240.885 33.162
0.994 -0.002 0.426 0.990 -0.001 0.424 1.185 2.119 873.811 246.297 38.398
