x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
1.937 1.851 0.464 1.937 1.852 0.470 1.044 -6.897 957.062 282.376 104.723
1.936 1.849 0.464 1.936 1.851 0.468 1.060 -10.376 949.823 293.200 97.741
1.935 1.846 0.464 1.935 1.850 0.464 1.075 -7.629 937.154 291.396 102.978
1.933 1.843 0.449 1.933 1.848 0.458 1.100 -17.151 949.823 300.416 94.251
1.930 1.839 0.438 1.930 1.845 0.449 1.114 -12.390 946.203 275.160 108.214
1.927 1.835 0.438 1.925 1.841 0.438 1.133 -18.494 924.485 285.984 104.723
1.922 1.829 0.438 1.920 1.836 0.424 1.152 -15.076 935.344 275.160 104.723
1.916 1.822 0.421 1.915 1.831 0.408 1.171 -20.020 944.393 258.925 92.505
1.909 1.815 0.399 1.908 1.824 0.389 1.198 -24.841 933.534 258.925 99.487
1.901 1.805 0.399 1.900 1.817 0.368 1.220 -23.621 931.725 246.297 118.686
1.893 1.795 0.399 1.892 1.809 0.345 1.248 -33.813 929.915 244.493 109.959
1.882 1.784 0.357 1.883 1.801 0.320 1.281 -48.828 933.534 226.453 113.450
1.871 1.773 0.326 1.874 1.792 0.296 1.308 -35.645 919.056 222.846 123.922
1.861 1.761 0.326 1.865 1.783 0.271 1.323 -23.560 915.436 212.022 116.941
1.850 1.749 0.326 1.856 1.775 0.246 1.351 -38.330 913.626 199.394 118.686
1.839 1.738 0.287 1.847 1.766 0.221 1.389 -44.189 908.197 193.982 116.941
1.828 1.727 0.261 1.838 1.757 0.196 1.403 -30.396 911.817 165.119 102.978
1.818 1.716 0.237 1.829 1.749 0.171 1.415 -26.489 888.289 159.707 139.631
1.808 1.705 0.237 1.820 1.740 0.146 1.436 -37.842 888.289 159.707 139.631
1.797 1.694 0.196 1.811 1.731 0.121 1.464 -46.875 864.762 136.256 113.450
1.786 1.684 0.173 1.802 1.723 0.098 1.468 -26.489 870.191 130.844 129.158
1.775 1.673 0.165 1.793 1.714 0.077 1.461 -9.705 873.811 120.020 118.686
1.764 1.662 0.165 1.784 1.706 0.058 1.475 -37.720 855.713 127.236 111.705
1.753 1.651 0.133 1.775 1.697 0.042 1.500 -36.621 846.663 111.000 113.450
1.742 1.640 0.102 1.766 1.688 0.028 1.529 -35.034 833.995 98.373 108.214
1.732 1.630 0.086 1.757 1.680 0.017 1.530 -19.043 839.424 82.137 106.468
1.722 1.619 0.086 1.748 1.671 0.008 1.513 1.343 839.424 92.961 116.941
1.712 1.609 0.080 1.739 1.662 0.002 1.509 -7.019 808.657 83.941 108.214
1.702 1.598 0.058 1.730 1.654 -0.002 1.515 -24.536 817.707 78.529 113.450
1.692 1.588 0.030 1.721 1.645 -0.004 1.535 -32.898 815.897 94.765 115.195
1.682 1.578 0.030 1.711 1.636 -0.004 1.526 -0.366 810.467 85.745 99.487
1.672 1.568 0.036 1.702 1.628 -0.004 1.504 7.874 799.608 78.529 99.487
1.662 1.558 0.023 1.693 1.619 0.036 1.509 -15.259 799.608 78.529 95.996
1.652 1.548 -0.007 1.684 1.611 0.023 1.530 -34.851 815.897 76.725 101.232
1.641 1.538 -0.007 1.675 1.602 -0.007 1.516 1.343 803.228 82.137 85.524
1.631 1.528 -0.016 1.666 1.593 -0.007 1.504 -9.460 805.038 73.117 104.723
1.622 1.518 -0.028 1.657 1.585 -0.016 1.520 -14.771 801.418 76.725 87.269
1.612 1.509 -0.043 1.648 1.576 -0.028 1.530 -16.235 808.657 73.117 97.741
1.603 1.500 -0.043 1.639 1.567 -0.043 1.534 -7.690 805.038 87.549 94.251
1.594 1.491 -0.057 1.630 1.559 -0.043 1.536 -16.296 799.608 85.745 99.487
1.585 1.482 -0.064 1.621 1.550 -0.057 1.531 -8.545 795.989 82.137 95.996
1.575 1.472 -0.067 1.612 1.541 -0.064 1.514 -3.296 792.369 82.137 92.505
1.566 1.463 -0.067 1.603 1.533 -0.067 1.502 -3.174 794.179 73.117 87.269
1.557 1.453 -0.080 1.594 1.524 -0.067 1.520 -14.771 797.799 83.941 90.760
1.547 1.444 -0.098 1.585 1.516 -0.080 1.531 -20.203 785.130 92.961 89.015
1.538 1.434 -0.101 1.576 1.507 -0.098 1.529 -3.418 801.418 55.078 87.269
1.530 1.425 -0.101 1.567 1.498 -0.101 1.498 2.258 785.130 78.529 89.015
1.521 1.417 -0.103 1.558 1.490 -0.101 1.509 -2.747 779.701 83.941 90.760
1.512 1.408 -0.110 1.549 1.481 -0.103 1.490 -7.874 777.891 82.137 92.505
1.503 1.400 -0.111 1.540 1.472 -0.110 1.471 -0.671 772.461 80.333 73.306
1.494 1.391 -0.111 1.531 1.464 -0.111 1.462 -6.714 786.940 69.510 76.797
1.485 1.382 -0.112 1.522 1.455 -0.111 1.455 -2.014 774.271 74.921 71.561
1.476 1.373 -0.109 1.513 1.446 -0.112 1.443 3.540 776.081 65.902 83.778
1.467 1.364 -0.111 1.504 1.438 -0.109 1.439 -1.770 774.271 78.529 82.033
1.459 1.355 -0.111 1.495 1.429 -0.111 1.447 -14.404 774.271 78.529 82.033
1.450 1.346 -0.128 1.486 1.420 -0.111 1.449 -19.653 756.173 74.921 92.505
1.441 1.337 -0.130 1.477 1.412 -0.128 1.433 -2.258 761.602 76.725 87.269
1.432 1.329 -0.122 1.468 1.403 -0.130 1.421 8.789 767.032 74.921 82.033
1.424 1.320 -0.122 1.459 1.395 -0.122 1.431 -13.550 763.412 74.921 75.051
1.416 1.312 -0.133 1.449 1.386 -0.122 1.438 -12.756 745.314 74.921 68.070
1.407 1.304 -0.139 1.440 1.377 -0.133 1.439 -6.836 747.124 62.294 73.306
1.399 1.296 -0.142 1.431 1.369 -0.139 1.427 -3.479 739.885 69.510 66.325
1.390 1.287 -0.142 1.422 1.360 -0.142 1.429 -4.028 752.553 78.529 71.561
